user_id,source,target
-2135041721,"('skeet5', 'chapter-2')","('luksa', 'about-this-book')"
-2135041721,"('luksa', 'about-this-book')","('wong', 'welcome')"
-2135041721,"('wong', 'welcome')","('nicieja2', 'about-this-book')"
-2135041721,"('nicieja2', 'about-this-book')","('lyon', 'chapter-1')"
-2135041721,"('lyon', 'chapter-1')","('ponelat', 'welcome')"
-2135041721,"('ponelat', 'welcome')","('lyon', 'chapter-1')"
-2135041721,"('lyon', 'chapter-1')","('lyon', 'chapter-1')"
-2135041721,"('lyon', 'chapter-1')","('lyon', 'chapter-1')"
-2135041721,"('lyon', 'chapter-1')","('lyon', 'chapter-1')"
-2135041721,"('lyon', 'chapter-1')","('lyon', 'chapter-1')"
-2135041721,"('lyon', 'chapter-1')","('lyon', 'chapter-1')"
-2135041721,"('lyon', 'chapter-1')","('mcnamara', 'welcome')"
-2135041721,"('mcnamara', 'welcome')","('vos', 'chapter-1')"
-2135041721,"('vos', 'chapter-1')","('vos', 'chapter-2')"
-2135041721,"('vos', 'chapter-2')","('luksa', 'chapter-17')"
-2135041721,"('luksa', 'chapter-17')","('lyon', 'chapter-2')"
-2135041721,"('lyon', 'chapter-2')","('lyon', 'chapter-3')"
-2135041721,"('lyon', 'chapter-3')","('lyon', 'chapter-3')"
-2135041721,"('lyon', 'chapter-3')","('lyon', 'chapter-3')"
-2135041721,"('lyon', 'chapter-3')","('vos', 'chapter-2')"
-2135041721,"('vos', 'chapter-2')","('wong', 'chapter-1')"
-2135041721,"('wong', 'chapter-1')","('wong', 'chapter-1')"
-2135041721,"('wong', 'chapter-1')","('wong', 'chapter-1')"
-2135041721,"('wong', 'chapter-1')","('orland', 'chapter-1')"
-2135041721,"('orland', 'chapter-1')","('orland', 'chapter-2')"
-2135041721,"('orland', 'chapter-2')","('skeet5', 'chapter-15')"
-2135041721,"('skeet5', 'chapter-15')","('thymegobbel2', 'chapter-1')"
-2135041721,"('thymegobbel2', 'chapter-1')","('thymegobbel2', 'chapter-1')"
-2135041721,"('thymegobbel2', 'chapter-1')","('thymegobbel2', 'chapter-8')"
-2135041721,"('thymegobbel2', 'chapter-8')","('ponelat', 'chapter-2')"
-2135041721,"('ponelat', 'chapter-2')","('ponelat', 'chapter-2')"
-2135041721,"('ponelat', 'chapter-2')","('nickoloff2', 'chapter-2')"
-2135041721,"('nickoloff2', 'chapter-2')","('nickoloff2', 'chapter-2')"
-2135041721,"('nickoloff2', 'chapter-2')","('nickoloff2', 'chapter-2')"
-2135041721,"('nickoloff2', 'chapter-2')","('nickoloff2', 'chapter-2')"
-2135041721,"('nickoloff2', 'chapter-2')","('luksa', 'chapter-7')"
-2135041721,"('luksa', 'chapter-7')","('luksa', 'chapter-7')"
-2135041721,"('luksa', 'chapter-7')","('larocca', 'b-big-o-notation')"
-2135041721,"('larocca', 'b-big-o-notation')","('borgatti', 'welcome')"
-2135041721,"('borgatti', 'welcome')","('luksa', 'chapter-11')"
-2135041721,"('luksa', 'chapter-11')","('ceder4', 'chapter-2')"
-2135041721,"('ceder4', 'chapter-2')","('ceder4', 'chapter-2')"
-2135041721,"('ceder4', 'chapter-2')","('ceder4', 'chapter-2')"
-2135041721,"('ceder4', 'chapter-2')","('nickoloff2', 'chapter-3')"
-2135041721,"('nickoloff2', 'chapter-3')","('nickoloff2', 'chapter-3')"
-2135041721,"('nickoloff2', 'chapter-3')","('mccreary', 'chapter-1')"
-2135041721,"('mccreary', 'chapter-1')","('ceder4', 'chapter-9')"
-2135041721,"('ceder4', 'chapter-9')","('ceder4', 'chapter-9')"
-2135041721,"('ceder4', 'chapter-9')","('luksa', 'chapter-7')"
-2135041721,"('luksa', 'chapter-7')","('luksa', 'chapter-3')"
-2135041721,"('luksa', 'chapter-3')","('ceder4', 'chapter-1')"
-2135041721,"('ceder4', 'chapter-1')","('rosenbaum2', 'chapter-2')"
-2135041721,"('rosenbaum2', 'chapter-2')","('luksa', 'chapter-3')"
-2135041721,"('luksa', 'chapter-3')","('luksa', 'chapter-3')"
-2135041721,"('luksa', 'chapter-3')","('skeet5', 'chapter-3')"
-2135041721,"('skeet5', 'chapter-3')","('skeet5', 'chapter-3')"
-2135041721,"('skeet5', 'chapter-3')","('robey', 'welcome')"
-2135041721,"('robey', 'welcome')","('cukic', 'about-this-book')"
-2135041721,"('cukic', 'about-this-book')","('skeet3', 'chapter-4')"
-2135041721,"('skeet3', 'chapter-4')","('skeet3', 'chapter-4')"
-2135041721,"('skeet3', 'chapter-4')","('luksa', 'chapter-3')"
-2135041721,"('luksa', 'chapter-3')","('skeet3', 'chapter-5')"
-2135041721,"('skeet3', 'chapter-5')","('skeet3', 'chapter-5')"
-2135041721,"('skeet3', 'chapter-5')","('skeet3', 'chapter-7')"
-2135041721,"('skeet3', 'chapter-7')","('skeet3', 'chapter-7')"
-2135041721,"('skeet3', 'chapter-7')","('skeet3', 'chapter-7')"
-2135041721,"('skeet3', 'chapter-7')","('skeet3', 'chapter-7')"
-2135041721,"('skeet3', 'chapter-7')","('skeet3', 'chapter-7')"
-2135041721,"('skeet3', 'chapter-7')","('skeet3', 'chapter-8')"
-2135041721,"('skeet3', 'chapter-8')","('ponge', 'chapter-1')"
-2135041721,"('ponge', 'chapter-1')","('ponge', 'chapter-1')"
-2135041721,"('ponge', 'chapter-1')","('ponge', 'chapter-4')"
-2135041721,"('ponge', 'chapter-4')","('skeet5', 'chapter-5')"
-2135041721,"('skeet5', 'chapter-5')","('skeet5', 'chapter-2')"
-2135041721,"('skeet5', 'chapter-2')","('thymegobbel2', 'chapter-1')"
-2135041721,"('thymegobbel2', 'chapter-1')","('skeet3', 'chapter-3')"
-2135041721,"('skeet3', 'chapter-3')","('skeet3', 'chapter-3')"
-2135041721,"('skeet3', 'chapter-3')","('skeet3', 'chapter-15')"
-2135041721,"('skeet3', 'chapter-15')","('skeet3', 'chapter-2')"
-2135041721,"('skeet3', 'chapter-2')","('skeet3', 'chapter-7')"
-2135041721,"('skeet3', 'chapter-7')","('skeet5', 'about-this-book')"
-2135041721,"('skeet5', 'about-this-book')","('skeet5', 'chapter-3')"
-2135041721,"('skeet5', 'chapter-3')","('skeet5', 'chapter-10')"
-2135041721,"('skeet5', 'chapter-10')","('chang', 'about-this-book')"
-2135041721,"('chang', 'about-this-book')","('skeet3', 'chapter-9')"
-2135041721,"('skeet3', 'chapter-9')","('skeet3', 'chapter-9')"
-2135041721,"('skeet3', 'chapter-9')","('skeet3', 'chapter-9')"
-2135041721,"('skeet3', 'chapter-9')","('skeet3', 'chapter-9')"
-2135041721,"('skeet3', 'chapter-9')","('skeet3', 'chapter-10')"
-2135041721,"('skeet3', 'chapter-10')","('gallant', 'chapter-1')"
-2135041721,"('gallant', 'chapter-1')","('skeet3', 'chapter-3')"
-2135041721,"('skeet3', 'chapter-3')","('skeet3', 'chapter-3')"
-2135041721,"('skeet3', 'chapter-3')","('skeet3', 'chapter-5')"
-2135041721,"('skeet3', 'chapter-5')","('skeet5', 'chapter-15')"
-2135041721,"('skeet5', 'chapter-15')","('skeet3', 'chapter-3')"
-2135041721,"('skeet3', 'chapter-3')","('skeet3', 'chapter-4')"
-2135041721,"('skeet3', 'chapter-4')","('madden', ' ')"
-2135041721,"('madden', ' ')","('madden', ' a-setting-up-java-and-maven')"
-2135041721,"('madden', ' a-setting-up-java-and-maven')","('madden', ' a-setting-up-java-and-maven')"
-2135041721,"('madden', ' a-setting-up-java-and-maven')","('madden', ' chapter-3')"
-2135041721,"('madden', ' chapter-3')","('madden', ' chapter-3')"
-2134649889,"('kopec2', ' chapter-2')","('winkler', ' chapter-1')"
-2134649889,"('winkler', ' chapter-1')","('winkler', ' chapter-1')"
-2134649889,"('winkler', ' chapter-1')","('winkler', ' chapter-1')"
-2134649889,"('winkler', ' chapter-1')","('stoneman', ' chapter-1')"
-2134649889,"('stoneman', ' chapter-1')","('larocca', ' b-big-o-notation')"
-2134649889,"('larocca', ' b-big-o-notation')","('larocca', ' b-big-o-notation')"
-2134649889,"('larocca', ' b-big-o-notation')","('mcilwraith', ' chapter-3')"
-2134649889,"('mcilwraith', ' chapter-3')","('larocca', ' c-core-data-structures')"
-2134649889,"('larocca', ' c-core-data-structures')","('foulds2', ' chapter-2')"
-2134649889,"('foulds2', ' chapter-2')","('foulds2', ' chapter-2')"
-2134537642,"('ponelat', ' chapter-2')","('ponelat', ' chapter-2')"
-2134238712,"('windmill', ' welcome')","('windmill', ' chapter-7')"
-2134238712,"('windmill', ' chapter-7')","('windmill', ' chapter-7')"
-2134238712,"('windmill', ' chapter-7')","('windmill', ' chapter-7')"
-2134238712,"('windmill', ' chapter-7')","('windmill', ' chapter-8')"
-2134238712,"('windmill', ' chapter-8')","('windmill', ' chapter-8')"
